Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_log,TotalSF,HouseAge,RemodAge,TotalBathrooms
790,60,3,0.0,12205,1,1,0,2,0,4,0,4,2,2,0,5,6,8,1966,2007,1,1,6,6,1,157.0,3,3,1,3,2,1,3,568,6,0,264,832,1,4,1,5,976,1111,0,2087,0,0,2,1,5,1,4,9,6,0,0,1,1966.0,0,2,444,3,3,2,133,168,0,0,0,0,0,4,1,0,7,2007,8,4,187500,12.141539457711714,2919,41,0,2.5
791,120,3,43.0,3182,1,1,3,3,0,4,0,0,2,2,4,2,7,5,2005,2006,1,1,12,13,1,11.0,4,3,2,4,3,3,2,16,6,0,1129,1145,1,5,1,5,1145,0,0,1145,0,0,2,0,2,1,4,5,6,1,4,1,2005.0,0,2,397,3,3,2,100,16,0,0,0,0,0,4,1,0,9,2009,8,4,160200,11.984184555794167,2290,4,3,2.0
792,80,3,0.0,11333,1,1,0,3,0,0,0,11,2,2,0,7,6,5,1976,1976,1,1,6,6,2,0.0,3,3,2,4,3,0,0,539,6,0,490,1029,1,3,1,5,1062,0,0,1062,1,0,1,0,3,1,3,5,6,2,3,1,1976.0,2,2,539,3,3,2,120,0,0,0,0,0,0,4,1,0,5,2007,8,4,146800,11.896833207128452,2091,31,31,2.0
793,60,3,92.0,9920,1,1,0,3,0,1,0,15,2,2,0,5,7,5,1996,1997,1,1,8,8,2,0.0,4,3,2,4,3,0,2,862,6,0,255,1117,1,5,1,5,1127,886,0,2013,1,0,2,1,3,1,3,8,6,1,3,1,1997.0,3,2,455,3,3,2,180,130,0,0,0,0,0,4,1,0,6,2007,8,4,269790,12.505402864156405,3130,11,10,3.5
794,20,3,76.0,9158,1,1,3,3,0,4,0,21,2,2,0,2,8,5,2007,2007,1,1,5,5,3,140.0,4,3,2,4,3,0,6,0,6,0,1496,1496,1,5,1,5,1496,0,0,1496,0,0,2,0,3,1,4,7,6,0,0,1,2007.0,0,2,474,3,3,2,168,130,0,0,0,0,0,4,1,0,6,2007,6,5,225000,12.323860125621126,2992,0,0,2.0
795,60,3,0.0,10832,1,1,0,3,0,0,0,8,2,2,0,5,7,5,1994,1996,1,1,8,8,2,0.0,4,3,2,4,3,3,6,0,6,0,712,712,1,5,1,5,1086,809,0,1895,0,0,2,1,3,1,4,7,6,1,3,1,1994.0,0,2,409,3,3,2,143,46,0,0,0,0,0,4,3,500,10,2008,8,4,194500,12.178192583415596,2607,14,12,2.5
796,60,3,70.0,8400,1,1,3,3,0,4,0,20,2,2,0,5,6,6,1980,1981,1,1,6,6,1,130.0,3,3,1,4,3,3,6,0,6,0,650,650,1,3,1,5,888,676,0,1564,0,0,2,1,3,1,3,7,6,1,3,1,1980.0,3,2,476,3,3,2,0,50,0,0,204,0,0,2,1,0,4,2010,8,4,171000,12.049424683420915,2214,30,29,2.5
797,20,3,71.0,8197,1,1,3,3,0,4,0,19,2,2,0,2,6,5,1977,1977,1,1,9,10,1,148.0,3,3,1,3,3,3,6,0,6,0,660,660,1,5,1,5,1285,0,0,1285,0,0,1,1,3,1,3,7,6,1,3,1,1977.0,2,2,528,3,3,2,138,0,0,0,0,0,0,2,1,0,4,2007,8,4,143500,11.874097282798648,1945,30,30,1.5
798,20,3,57.0,7677,1,1,3,3,0,4,0,12,2,2,0,2,5,5,1953,1953,1,1,12,13,2,0.0,3,3,1,3,3,3,1,570,6,0,203,773,1,4,1,5,773,0,0,773,0,0,1,0,2,1,3,4,6,0,0,1,1953.0,3,1,240,3,3,2,0,0,0,0,0,0,0,4,1,0,4,2008,8,0,110000,11.608244735642321,1546,55,55,1.0
799,60,3,104.0,13518,1,1,3,3,0,4,0,16,2,2,0,5,9,5,2008,2009,3,1,12,13,3,860.0,5,3,2,5,3,3,6,0,6,0,1926,1926,1,5,1,5,1966,1174,0,3140,0,0,3,1,4,1,5,11,6,2,4,3,2009.0,0,3,820,3,3,2,144,78,0,0,0,0,0,4,1,0,7,2009,6,5,485000,13.091906231773164,5066,1,0,3.5
800,50,3,60.0,7200,1,1,3,3,0,0,0,18,1,2,0,0,5,7,1937,1950,1,1,13,14,1,252.0,3,3,0,4,3,3,0,569,6,0,162,731,1,5,1,5,981,787,0,1768,1,0,1,1,3,1,4,7,6,2,3,5,1939.0,3,1,240,3,3,2,0,0,264,0,0,0,0,2,1,0,6,2007,8,4,175000,12.07254696717504,2499,70,57,2.5
801,60,3,79.0,12798,1,1,0,1,0,4,1,4,1,2,0,5,6,5,1997,1997,1,1,12,13,2,0.0,3,3,2,4,3,1,2,462,6,0,154,616,1,4,1,5,616,1072,0,1688,1,0,2,1,4,1,4,8,6,0,0,1,1997.0,2,2,603,3,3,2,403,114,185,0,0,0,0,4,3,400,5,2008,8,4,200000,12.206077645517674,2304,11,11,3.5
802,30,4,40.0,4800,1,1,3,3,0,4,0,9,2,2,0,2,4,7,1916,1990,1,1,8,8,2,0.0,3,3,1,3,3,3,3,197,6,0,999,1196,1,5,1,0,1196,0,0,1196,1,0,1,0,2,1,3,5,6,0,0,5,1957.0,3,2,440,3,3,2,0,0,0,0,0,0,0,4,1,0,7,2007,8,4,109900,11.60733523953139,2392,91,17,2.0
803,60,3,63.0,8199,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2005,2005,1,1,14,15,2,0.0,4,3,2,4,3,0,2,648,6,0,80,728,1,5,1,5,728,728,0,1456,1,0,2,1,3,1,4,7,6,1,4,1,2005.0,0,2,410,3,3,2,36,18,0,0,0,0,0,4,1,0,10,2008,8,4,189000,12.149507585033072,2184,3,3,3.5
804,60,3,107.0,13891,1,1,3,3,0,4,0,16,2,2,0,5,9,5,2008,2009,3,1,12,13,3,424.0,5,3,2,5,3,1,6,0,6,0,1734,1734,1,5,1,5,1734,1088,0,2822,0,0,3,1,4,1,5,12,6,1,4,3,2009.0,2,3,1020,3,3,2,52,170,0,0,192,0,0,4,1,0,1,2009,6,5,582933,13.275829251377,4556,1,0,3.5
805,20,3,75.0,9000,1,1,3,3,0,4,0,12,2,2,0,2,5,5,1954,1954,1,1,13,14,2,0.0,3,3,1,3,3,3,3,812,6,0,124,936,1,3,1,5,1128,0,0,1128,0,0,1,0,2,1,3,5,2,0,0,1,1954.0,3,1,286,3,3,2,0,0,0,0,0,0,0,1,1,0,6,2006,8,3,118000,11.678448377988165,2064,52,52,1.0
806,20,3,91.0,12274,1,1,0,3,0,2,0,21,2,2,0,2,7,5,2008,2008,1,1,12,13,3,256.0,4,3,2,4,3,3,6,0,6,0,1417,1417,1,5,1,5,1428,0,0,1428,0,0,2,0,3,1,5,6,6,0,0,1,2008.0,2,2,554,3,3,2,0,60,0,0,0,0,0,4,1,0,7,2008,6,5,227680,12.335700805443338,2845,0,0,2.0
807,80,3,75.0,9750,1,1,3,3,0,4,0,12,2,2,0,7,5,5,1967,1967,1,1,12,13,2,0.0,3,3,2,3,3,0,0,400,5,480,100,980,1,4,1,5,980,0,0,980,0,0,2,0,3,1,3,6,6,0,0,1,1967.0,0,1,384,3,3,2,68,0,0,0,0,0,0,4,1,0,10,2006,8,4,135500,11.816734299348461,1960,39,39,2.0
808,70,3,144.0,21384,1,1,3,3,0,4,0,3,2,2,0,5,5,6,1923,2004,1,1,13,14,2,0.0,3,3,1,3,3,1,2,1309,6,0,15,1324,1,5,1,5,1072,504,0,1576,2,0,1,1,3,1,4,6,6,1,3,1,1923.0,2,2,528,3,3,2,0,312,0,0,0,0,0,4,1,0,5,2009,8,4,223500,12.317171167298682,2900,86,5,3.5
809,80,3,85.0,13400,1,1,3,3,0,4,0,12,2,2,0,7,5,5,1966,1966,1,1,12,13,1,1047.0,3,3,1,3,3,0,0,516,1,128,380,1024,1,3,1,5,1086,0,0,1086,1,0,1,0,3,1,3,6,6,1,4,1,1966.0,2,2,484,3,3,2,0,0,0,0,0,0,0,1,1,0,6,2006,8,4,159950,11.982622797311857,2110,40,40,2.0
810,75,4,90.0,8100,1,1,3,3,0,0,0,17,2,2,0,4,5,5,1898,1965,3,1,0,0,2,0.0,3,3,2,3,3,3,6,0,6,0,849,849,1,3,0,0,1075,1063,0,2138,0,0,2,0,2,3,3,11,6,0,0,5,1910.0,3,2,360,2,1,0,40,156,0,0,0,0,0,2,1,0,11,2009,8,4,106000,11.571203807011969,2987,111,44,2.0
811,20,3,78.0,10140,1,1,3,3,0,4,0,14,2,2,0,2,6,6,1974,1999,3,1,6,6,1,99.0,3,3,1,3,3,3,0,663,3,377,0,1040,1,2,1,5,1309,0,0,1309,1,0,1,1,3,1,4,5,6,1,2,1,1974.0,2,2,484,3,3,2,265,0,0,0,0,648,2,0,1,0,1,2006,8,4,181000,12.10625783509458,2349,32,7,2.5
812,120,4,0.0,4438,1,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,12,13,1,169.0,4,3,2,4,3,1,2,662,6,0,186,848,1,5,1,5,848,0,0,848,1,0,1,0,1,1,4,4,6,1,4,1,2004.0,0,2,420,3,3,2,140,0,0,0,0,0,0,4,1,0,6,2008,3,4,144500,11.881041706925902,1696,4,4,2.0
813,20,0,66.0,8712,0,1,3,0,0,4,1,9,2,2,0,2,5,5,1952,1952,3,1,13,14,2,0.0,2,3,1,3,3,0,6,0,6,0,540,540,1,3,0,0,1044,0,0,1044,0,0,1,0,2,1,2,4,6,0,0,2,1952.0,3,2,504,3,3,0,0,0,0,0,0,0,0,4,3,54,6,2010,8,2,55993,10.932999821119937,1584,58,58,1.0
814,20,3,75.0,9750,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1958,1958,1,1,8,8,1,243.0,3,3,1,3,3,3,5,608,6,0,834,1442,1,4,1,5,1442,0,0,1442,0,0,1,1,4,1,3,7,6,0,0,1,1958.0,2,1,301,3,3,2,0,0,275,0,0,0,0,4,3,500,4,2007,0,4,157900,11.969723533345908,2884,49,49,1.5
815,50,3,45.0,8248,1,0,3,3,0,4,0,7,2,2,0,0,5,7,1918,1950,1,1,11,12,2,0.0,3,3,0,3,3,3,6,0,6,0,686,686,2,4,1,5,686,564,0,1250,0,1,1,1,3,1,2,7,6,0,0,5,1955.0,3,1,280,3,3,1,207,0,96,0,0,0,0,4,1,0,7,2006,8,4,116000,11.661354090741,1936,88,56,2.0
816,20,3,48.0,12137,1,1,1,3,0,1,0,5,2,2,0,2,7,5,1998,1998,1,1,12,13,1,442.0,3,3,2,4,3,3,6,0,6,0,1649,1649,1,5,1,5,1661,0,0,1661,0,0,2,0,3,1,4,6,6,0,0,1,1998.0,2,2,598,3,3,2,0,34,0,0,0,0,0,4,1,0,5,2010,8,4,224900,12.323415584358154,3310,12,12,2.0
817,20,3,0.0,11425,1,1,0,3,0,0,0,12,2,2,0,2,5,6,1954,1954,1,1,3,3,2,0.0,3,3,1,3,3,3,1,486,6,0,522,1008,1,4,1,5,1008,0,0,1008,0,0,1,0,2,1,3,4,6,1,4,1,1954.0,2,1,275,3,3,2,0,0,120,0,0,0,0,4,1,0,7,2006,8,4,137000,11.827743504053695,2016,52,52,1.0
818,20,3,0.0,13265,1,1,0,3,0,1,0,11,2,2,0,2,8,5,2002,2002,3,1,5,5,1,148.0,4,3,2,4,3,3,2,1218,6,0,350,1568,1,5,1,5,1689,0,0,1689,1,0,2,0,3,1,4,7,6,2,4,1,2002.0,2,3,857,3,3,2,150,59,0,0,0,0,0,4,1,0,7,2008,8,4,271000,12.509877789891931,3257,6,6,3.0
819,80,3,80.0,8816,1,1,3,3,0,4,0,4,2,2,0,7,6,7,1971,1971,1,1,6,6,1,80.0,3,3,1,3,3,0,2,504,6,0,506,1010,1,4,1,5,1052,0,0,1052,1,0,1,0,3,1,3,6,6,0,0,1,1971.0,3,2,440,3,3,2,0,0,0,0,0,0,0,2,1,0,6,2010,8,4,155000,11.951186847493476,2062,39,39,2.0
820,120,3,44.0,6371,1,1,0,3,0,4,0,16,2,2,4,2,7,5,2009,2010,1,1,12,13,3,128.0,4,3,2,4,3,2,2,733,6,0,625,1358,1,5,1,5,1358,0,0,1358,1,0,2,0,2,1,4,6,6,1,4,1,2010.0,2,2,484,3,3,2,192,35,0,0,0,0,0,4,1,0,6,2010,6,5,224000,12.319405795112926,2716,1,0,3.0
821,60,3,72.0,7226,1,1,0,3,0,1,0,5,2,2,0,5,7,5,2003,2003,1,1,12,13,2,0.0,4,3,2,4,3,3,6,0,6,0,798,798,1,5,1,5,798,842,0,1640,0,0,2,1,3,1,4,6,6,0,0,1,2003.0,2,2,595,3,3,2,0,45,0,0,0,0,0,4,1,0,6,2008,8,4,183000,12.117246896289503,2438,5,5,2.5
822,20,4,60.0,6000,1,2,3,0,0,4,1,17,2,2,1,2,4,4,1953,1953,1,1,8,8,2,0.0,2,3,1,2,3,3,6,0,6,0,936,936,1,3,0,5,936,0,0,936,0,0,1,0,2,1,3,4,3,0,0,5,1974.0,3,2,576,3,3,2,0,32,112,0,0,0,0,4,1,0,2,2009,8,4,93000,11.440365524765756,1872,56,56,1.0
823,60,3,0.0,12394,1,1,0,3,0,0,0,8,2,2,0,5,7,5,2003,2003,1,1,12,13,2,0.0,4,3,2,4,3,1,6,0,6,0,847,847,1,5,1,5,847,886,0,1733,0,0,2,1,3,1,4,7,6,1,4,3,2003.0,0,2,433,3,3,2,100,48,0,0,0,0,0,4,1,0,10,2007,8,3,225000,12.323860125621126,2580,4,4,2.5
824,50,3,60.0,9900,1,1,3,3,0,4,0,18,2,2,0,0,6,7,1940,1950,1,1,12,13,2,0.0,3,3,0,3,3,3,6,0,6,0,778,778,1,3,1,5,944,545,0,1489,0,0,2,0,3,1,3,7,6,1,4,5,1940.0,3,1,240,3,3,2,335,0,0,0,0,0,0,1,1,0,7,2009,8,4,139500,11.845827048676645,2267,69,59,2.0
825,20,1,81.0,11216,1,1,3,3,0,4,0,21,2,2,0,2,8,5,2006,2006,1,1,12,13,2,0.0,4,3,2,4,4,3,6,0,6,0,1489,1489,1,5,1,5,1489,0,0,1489,0,0,2,0,3,1,4,7,6,1,4,1,2006.0,2,2,776,3,3,2,0,140,0,0,0,0,0,4,1,0,6,2006,6,5,232600,12.357079818283598,2978,0,0,2.0
826,20,3,114.0,14803,1,1,3,3,0,4,0,16,4,4,0,2,10,5,2007,2008,3,1,5,5,1,816.0,5,3,2,5,3,0,2,1636,6,0,442,2078,1,5,1,5,2084,0,0,2084,1,0,2,0,2,1,5,7,6,1,4,1,2007.0,0,3,1220,3,3,2,188,45,0,0,0,0,0,4,1,0,6,2008,6,5,385000,12.861001210669146,4162,1,0,3.0
827,45,4,50.0,6130,1,1,3,3,0,4,0,3,2,2,0,1,5,6,1924,1950,1,1,8,8,2,0.0,3,3,0,3,3,3,0,784,6,0,0,784,1,4,1,5,784,0,0,784,1,0,1,0,2,1,4,5,6,0,0,6,0.0,1,0,0,0,0,2,0,0,116,0,0,0,0,4,1,0,5,2008,8,4,109500,11.603688960617083,1568,84,58,2.0
828,20,3,65.0,8529,1,1,0,3,0,4,0,20,2,2,0,2,7,5,2001,2001,1,1,12,13,2,0.0,4,3,2,4,3,3,2,20,6,0,1434,1454,1,5,1,5,1434,0,0,1434,0,0,2,0,3,1,4,6,6,1,3,1,2001.0,2,2,527,3,3,2,290,39,0,0,0,0,0,4,1,0,4,2009,8,4,189000,12.149507585033072,2888,8,8,2.0
829,60,3,0.0,28698,1,1,1,2,0,1,2,4,2,2,0,5,5,5,1967,1967,0,5,9,10,2,0.0,3,3,2,3,4,1,3,249,0,764,0,1013,1,3,1,5,1160,966,0,2126,0,1,2,1,3,1,3,7,3,0,0,1,1967.0,0,2,538,3,3,2,486,0,0,0,225,0,0,4,1,0,6,2009,8,0,185000,12.128116509451258,3139,42,42,3.0
830,160,1,24.0,2544,1,2,3,3,0,4,0,21,2,2,3,5,7,5,2005,2005,1,1,8,8,2,0.0,4,3,2,4,3,3,6,0,6,0,600,600,1,5,1,5,520,623,80,1223,0,0,2,1,2,1,4,4,6,0,0,5,2005.0,2,2,480,3,3,2,0,166,0,0,0,0,0,4,1,0,7,2006,8,4,147400,11.900912042974875,1743,1,1,2.5
831,20,3,80.0,11900,1,1,0,3,0,0,0,12,2,2,0,2,6,5,1957,1957,1,1,6,6,1,387.0,3,3,1,3,3,3,5,1040,6,0,352,1392,1,3,1,0,1392,0,0,1392,1,0,1,1,3,1,3,6,6,2,4,1,1957.0,2,2,458,3,3,2,0,0,0,0,192,0,0,4,1,0,6,2008,8,4,166000,12.019749091416921,2784,51,51,2.5
832,160,1,30.0,3180,1,2,3,3,0,4,0,21,2,2,4,5,7,5,2005,2005,1,1,8,8,2,0.0,3,3,2,4,3,3,6,0,6,0,600,600,1,5,1,5,520,600,80,1200,0,0,2,1,2,1,4,4,6,0,0,5,2005.0,2,2,480,3,3,2,0,166,0,0,0,0,0,4,1,0,6,2006,8,4,151000,11.92504173829169,1720,1,1,2.5
833,60,3,44.0,9548,1,1,0,3,0,1,0,5,2,2,0,5,7,6,2003,2003,1,1,12,13,1,223.0,4,3,2,4,3,3,2,483,6,0,458,941,1,5,1,5,941,888,0,1829,1,0,2,1,3,1,4,7,6,1,3,1,2003.0,2,2,613,3,3,2,192,39,0,0,0,0,0,4,1,0,1,2010,8,4,237000,12.37581963951765,2770,7,7,3.5
834,20,3,100.0,10004,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1964,1964,1,1,6,10,1,180.0,3,3,1,3,3,3,5,196,1,345,975,1516,1,3,1,5,1516,0,0,1516,0,0,1,1,3,1,3,6,6,0,0,1,1964.0,2,2,472,3,3,2,0,0,0,0,152,0,0,4,1,0,2,2009,8,4,167000,12.025755079404917,3032,45,45,1.5
835,20,3,75.0,7875,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1961,1961,1,1,12,13,1,136.0,3,3,1,3,3,3,5,572,6,0,572,1144,1,4,1,5,1144,0,0,1144,1,0,1,0,3,1,3,6,6,0,0,1,1961.0,3,2,456,3,3,2,0,0,0,0,0,0,0,1,1,0,9,2008,8,4,139950,11.849047640327147,2288,47,47,2.0
836,20,3,60.0,9600,1,1,3,3,0,4,0,19,2,2,0,2,4,7,1950,1995,1,1,12,6,2,0.0,3,3,1,4,3,3,1,442,6,0,625,1067,1,3,1,5,1067,0,0,1067,0,0,2,0,2,1,4,4,3,0,0,1,1996.0,3,2,436,3,3,2,290,0,0,0,0,0,0,4,1,0,2,2010,8,4,128000,11.759793355371237,2134,60,15,2.0
837,30,4,90.0,8100,1,2,3,3,0,4,0,17,2,2,0,2,5,6,1948,1973,1,1,12,13,2,0.0,3,3,0,3,3,3,5,338,6,0,1221,1559,1,4,1,5,1559,0,0,1559,1,0,1,0,2,1,3,5,3,0,0,5,1948.0,3,2,812,3,3,2,0,116,230,0,0,0,0,1,1,0,6,2007,0,4,153500,11.941462360646149,3118,59,34,2.0
838,160,4,21.0,1680,1,1,3,3,0,4,0,2,2,2,3,5,6,5,1973,1973,1,1,6,6,1,158.0,3,3,1,3,3,3,1,330,6,0,153,483,1,3,1,5,483,504,0,987,1,0,1,1,2,1,3,5,6,0,0,5,1973.0,3,1,264,3,3,2,0,0,0,0,0,0,0,4,1,0,11,2008,8,4,100000,11.51293546492023,1470,35,35,2.5
839,20,3,75.0,9525,1,1,3,3,0,4,0,5,2,2,0,2,5,6,1995,2006,1,1,12,13,2,0.0,3,3,2,4,3,3,6,0,6,0,1099,1099,1,5,1,5,1099,0,0,1099,0,0,1,1,3,1,4,6,6,0,0,1,1999.0,3,1,352,3,3,2,278,0,0,0,0,0,0,4,1,0,6,2008,8,4,144000,11.87757552297847,2198,13,2,1.5
840,50,3,70.0,11767,1,1,3,3,0,4,0,7,2,2,0,0,5,6,1946,1995,1,1,8,8,2,0.0,3,3,1,3,3,3,1,352,6,0,416,768,1,5,1,5,768,432,0,1200,0,0,1,0,3,1,3,6,6,0,0,5,1946.0,3,1,240,3,3,2,0,0,0,0,0,0,0,4,1,0,5,2008,8,4,130500,11.779136168550774,1968,62,13,1.0
841,70,2,0.0,12155,1,1,0,3,0,4,0,18,2,2,0,5,6,8,1925,1950,1,1,13,14,2,0.0,3,3,0,3,3,3,1,156,6,0,516,672,1,3,0,5,810,672,0,1482,0,0,2,0,4,1,2,7,6,0,0,5,1934.0,3,1,400,3,3,1,0,0,254,0,0,0,0,4,1,0,3,2008,8,4,140000,11.849404844423074,2154,83,58,2.0
842,70,4,60.0,10440,1,0,3,3,0,4,0,17,2,2,0,5,5,8,1904,2002,1,1,8,8,2,0.0,3,3,2,3,3,3,6,0,6,0,650,650,1,4,1,5,958,581,0,1539,0,0,2,0,3,1,4,8,6,1,1,5,1983.0,3,2,686,4,3,1,70,78,68,0,0,0,0,4,1,0,6,2008,8,4,157500,11.967187086434018,2189,104,6,2.0
843,80,3,82.0,9020,1,1,3,3,0,4,0,12,2,2,0,7,6,7,1966,1966,1,1,6,6,1,183.0,3,3,1,3,3,1,5,312,0,539,276,1127,1,3,1,5,1165,0,0,1165,1,0,1,1,3,1,3,6,6,0,0,1,1966.0,2,2,490,4,4,2,0,129,0,0,0,0,0,0,1,0,5,2008,8,4,174900,12.071975378543236,2292,42,42,2.5
844,90,3,80.0,8000,1,1,3,3,0,0,0,12,0,2,2,2,5,4,1961,1961,1,1,3,3,2,0.0,3,3,1,3,3,3,6,0,6,0,1800,1800,1,5,0,5,1800,0,0,1800,0,0,2,0,6,2,3,10,6,0,0,6,0.0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,7,2007,8,4,141000,11.856522261533737,3600,46,46,2.0
845,50,4,100.0,12665,1,0,0,3,0,4,0,17,0,2,0,0,5,8,1915,1950,1,1,13,14,2,0.0,3,3,0,3,3,2,6,0,6,0,876,876,1,4,1,5,876,540,0,1416,0,0,1,1,4,1,3,7,6,1,4,5,1949.0,3,3,720,3,3,2,418,0,194,0,0,0,0,4,1,0,6,2008,8,4,153900,11.944064817531656,2292,93,58,1.5
846,85,3,0.0,16647,1,1,0,3,0,1,0,19,5,2,0,6,5,5,1975,1981,1,1,6,6,2,0.0,3,3,1,4,3,1,0,1390,6,0,0,1390,1,3,1,5,1701,0,0,1701,1,0,2,0,3,1,3,6,3,2,3,2,1975.0,0,2,611,3,3,2,0,0,0,0,0,0,0,4,1,0,1,2007,8,4,171000,12.049424683420915,3091,32,26,3.0
847,60,3,75.0,9317,1,1,3,3,0,4,0,20,2,2,0,5,7,5,1993,1993,1,1,6,6,1,137.0,4,3,2,4,3,3,0,513,6,0,227,740,1,5,1,5,1006,769,0,1775,1,0,2,1,3,1,4,7,6,1,3,1,1993.0,3,2,425,3,3,2,234,72,192,0,0,0,0,4,1,0,7,2009,8,4,213000,12.269052139516223,2515,16,16,3.5
848,20,3,36.0,15523,1,1,0,3,0,1,0,5,2,2,0,2,5,6,1972,1972,1,1,6,10,2,0.0,3,3,1,3,3,0,1,460,6,0,404,864,1,5,1,5,864,0,0,864,1,0,1,0,3,1,3,5,6,1,2,1,1972.0,3,1,338,3,3,2,0,0,0,0,0,0,0,4,1,0,8,2009,8,4,133500,11.80186424743109,1728,37,37,2.0
849,50,3,75.0,45600,1,1,1,0,0,4,0,4,2,2,0,0,6,8,1908,1997,1,1,13,14,2,0.0,3,3,0,3,3,3,6,0,6,0,907,907,1,3,1,5,1307,1051,0,2358,0,0,3,0,5,1,3,10,6,1,4,5,1908.0,3,2,360,2,3,2,486,40,0,0,175,0,0,4,1,0,9,2008,8,4,240000,12.388398368982115,3265,100,11,3.0
850,80,3,80.0,9600,1,1,3,3,0,2,0,24,1,2,0,7,6,7,1976,1994,3,1,9,10,1,360.0,4,4,1,3,3,3,6,0,6,0,528,528,1,5,1,5,1094,761,0,1855,0,0,2,1,3,1,3,7,6,1,3,1,1976.0,2,2,512,3,3,2,113,100,0,0,0,0,0,4,1,0,8,2007,8,4,187000,12.138869243416009,2383,31,13,2.5
851,120,4,36.0,4435,1,1,3,3,0,4,0,5,2,2,4,2,6,5,2003,2003,1,1,12,13,1,170.0,4,3,2,4,3,0,2,659,6,0,189,848,1,5,1,5,848,0,0,848,1,0,1,0,1,1,4,3,6,0,0,1,2003.0,0,2,420,3,3,2,140,0,0,0,0,0,0,4,1,0,11,2007,8,4,131500,11.78676973513378,1696,4,4,2.0
852,120,3,0.0,3196,1,1,3,3,0,4,0,0,2,2,4,2,8,5,2003,2003,1,1,12,13,1,40.0,4,3,2,4,3,1,6,0,6,0,1273,1273,1,5,1,5,1456,0,0,1456,0,0,2,0,2,1,4,7,6,1,3,1,2003.0,0,2,400,3,3,2,143,20,0,0,0,0,0,4,1,0,5,2006,8,4,215000,12.278397958261774,2729,3,3,2.0
853,75,3,53.0,7128,1,1,3,3,0,4,0,6,2,2,0,4,7,5,1941,1950,1,1,8,8,2,0.0,3,4,1,3,3,3,5,364,6,0,554,918,1,4,1,5,918,728,0,1646,0,0,2,0,4,1,3,7,6,2,4,5,1941.0,3,1,240,3,3,2,0,0,0,0,126,0,0,2,1,0,8,2007,8,4,164000,12.00762780434872,2564,66,57,2.0
854,80,3,0.0,12095,1,1,0,3,0,0,0,12,2,2,0,7,6,6,1964,1964,1,1,8,6,1,115.0,3,4,1,3,3,1,5,564,6,0,563,1127,1,3,1,5,1445,0,0,1445,0,0,1,1,3,1,3,7,6,1,2,1,1964.0,2,2,645,3,3,2,180,0,0,0,0,0,0,2,1,0,8,2009,8,4,158000,11.970356641102999,2572,45,45,1.5
855,20,3,102.0,17920,1,1,3,3,0,4,0,19,2,2,0,2,5,4,1955,1974,3,1,13,10,2,0.0,3,3,1,3,3,2,0,306,5,1085,372,1763,1,3,1,5,1779,0,0,1779,1,0,1,1,3,1,3,6,6,1,4,1,1955.0,3,2,454,3,3,2,0,418,0,0,312,0,0,4,1,0,7,2006,8,0,170000,12.04355959836804,3542,51,32,2.5
856,20,3,0.0,6897,1,1,0,3,0,0,0,19,2,2,0,2,5,8,1962,2010,1,1,6,6,2,0.0,3,4,1,3,3,3,0,659,6,0,381,1040,1,5,1,5,1040,0,0,1040,1,0,1,1,3,1,3,6,6,0,0,5,1962.0,3,1,260,3,3,2,0,104,0,0,0,0,0,4,1,0,4,2010,8,4,127000,11.751950239425476,2080,48,0,2.5
857,80,3,0.0,10970,1,1,0,2,0,4,1,5,2,2,0,7,6,6,1978,1978,1,1,9,6,2,0.0,3,3,1,4,4,1,2,505,3,435,0,940,1,3,1,5,1026,0,0,1026,1,0,1,0,3,1,3,5,6,0,0,5,1981.0,3,2,576,3,2,2,0,0,34,0,0,0,0,2,1,0,10,2008,8,4,147000,11.898194668458823,1966,30,30,2.0
